Date,NVDA.O (TRDPRC_1),JPM (TRDPRC_1),GS (TRDPRC_1),AAPL.O (TRDPRC_1),MSFT.O (TRDPRC_1),TSLA.O (TRDPRC_1),META.O (TRDPRC_1),GOOGL.O (TRDPRC_1),BLK (TRDPRC_1),BX (TRDPRC_1),TSM (TRDPRC_1),XAU= (BID),AMZN.O (TRDPRC_1),WMT (TRDPRC_1),COST.O (TRDPRC_1),NKE (TRDPRC_1),PFE (TRDPRC_1),TSN (TRDPRC_1),SPY (TRDPRC_1),F (TRDPRC_1)
,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
27/10/2017,5.05,101.77,241.71,40.76,83.81,21.39,177.88,51.68,475.13,33.5,42.15,1272.6,55.05,29.39,154.72,55.96,33.75,71.04,257.71,11.19
26/10/2017,4.89,101.74,241.72,39.35,78.76,21.74,170.63,49.57,473.48,33.77,41.2,1266.73,48.62,29.54,154.79,56.81,33.88,71.3,255.62,11.38
25/10/2017,4.84,101.02,241.71,39.1,78.63,21.72,170.6,49.57,469.15,34.17,41.16,1277.01,48.65,29.49,154.53,54.94,34.28,71.09,255.29,11.17
24/10/2017,4.97,100.92,244.84,39.27,78.86,22.49,171.8,49.42,473.72,34.59,41.32,1276.33,48.8,29.33,154.63,53.42,34.38,71.16,256.56,11.31
23/10/2017,4.92,99.34,242.13,39.04,78.83,22.47,171.27,49.28,474.39,34.72,41.21,1281.6801,48.31,29.55,154.39,53.66,34.51,71.52,256.11,11.17
20/10/2017,4.92,99.51,244.73,39.06,78.81,23.01,174.98,50.25,476.62,34.46,41.12,1280.33,49.15,29.15,153.18,53.06,34.52,71.54,257.11,11.23
19/10/2017,4.95,98.11,239.99,38.99,77.91,23.45,174.56,50.09,476.79,34.01,41.07,1289.4,49.33,28.8,150.98,52.69,34.35,71.41,255.79,11.35
18/10/2017,4.94,97.99,242.03,39.94,77.61,23.98,176.03,50.64,477.5,33.49,41.5,1280.77,49.85,28.74,150.11,52.3,33.97,71.55,255.72,11.31
17/10/2017,4.94,97.62,236.09,40.12,77.59,23.72,176.11,50.55,475.55,33.22,41.25,1284.81,50.46,28.66,150.91,52,34.32,70.94,255.47,11.38
16/10/2017,4.95,97.84,242.41,39.97,77.65,23.37,174.52,50.47,477.96,33.26,40.89,1294,50.32,28.58,151.32,51.37,34.11,70.55,255.29,11.24
13/10/2017,4.86,95.86,238.53,39.25,77.49,23.7,173.74,50.39,475.49,32.93,40.82,1304.47,50.15,28.87,152.31,50.98,34.45,70.21,254.95,11.18
12/10/2017,4.78,95.99,239.8,39,77.12,23.71,172.55,50.28,480.59,33,40.44,1293.4,50.05,28.7,149.8,50.83,34.46,70.8,254.64,11.24
11/10/2017,4.77,96.84,242.4,39.14,76.42,23.64,172.74,50.28,473.93,33.19,40.35,1291.7,49.75,28.58,150.42,51.03,34.55,70.04,255.02,11.49
10/10/2017,4.72,97.13,242.6,38.98,76.29,23.71,171.59,49.39,465.49,33.08,38.97,1287.46,49.36,28.04,149.47,51.53,34.51,70.11,254.62,11.49
09/10/2017,4.63,96.41,242.8,38.96,76.29,22.86,172.5,49.62,462.45,33.26,38.77,1283.9,49.55,26.84,147.31,51.52,34.26,70.64,253.95,11.45
06/10/2017,4.53,96.92,246.02,38.83,76,23.79,172.23,49.68,463.22,33.44,38.46,1275.3,49.48,26.33,149.68,52.42,34.17,70.66,254.37,11.42
05/10/2017,4.52,97.09,246.06,38.85,75.97,23.69,171.24,49.26,464.43,33.62,38.46,1267.65,49.04,26.47,159.19,52.18,34.13,71.07,254.66,11.36
04/10/2017,4.52,96.36,240.31,38.37,74.69,23.67,168.42,48.34,457.91,33.56,38.27,1274.31,48.27,26.36,157.41,52.08,34.09,71.64,253.16,11.41
03/10/2017,4.48,97.35,241.62,38.62,74.26,23.21,169.96,48.6,450.79,33.23,38.44,1271.6,47.85,26.41,157.29,51.47,34.26,71.34,252.86,11.45
02/10/2017,4.47,96.84,240.65,38.45,74.61,22.77,169.47,48.37,449.95,33,38.13,1270.72,47.96,26.15,158.06,51.87,34.19,70.99,252.32,11.22
29/9/2017,4.47,95.51,237.19,38.53,74.49,22.74,170.87,48.69,447.09,33.37,37.55,1279.1,48.07,26.05,156.54,51.85,33.84,70.45,251.23,11.1
28/9/2017,4.39,95.38,235.47,38.32,73.87,22.64,168.73,48.24,446.11,33.33,37.05,1286.91,47.82,26.32,156.17,52.63,33.75,65.45,250.35,11.1
27/9/2017,4.39,95.18,234.76,38.56,73.85,22.73,167.68,47.99,438.4,32.93,37.25,1280.72,47.54,26.43,156.66,52.67,33.6,66.18,250.05,11.09
26/9/2017,4.3,93.7,229.94,38.28,73.26,23.02,164.21,46.87,434.4,32.83,37.14,1293.51,46.93,26.46,156.33,53.7,33.46,65.83,249.08,11.07
25/9/2017,4.28,94.12,230.26,37.64,73.26,23,162.87,46.71,437.63,33.13,37.07,1310.15,46.99,26.38,154.67,53.23,33.66,65.65,248.93,11.08
22/9/2017,4.47,94.83,231.03,37.97,74.41,23.41,170.54,47.16,435.49,33.17,37.77,1296.98,47.76,26.51,153.68,53.24,34.09,65.41,249.44,10.98
21/9/2017,4.52,95.03,231.29,38.35,74.21,24.43,171.11,47.38,433.63,32.71,38.24,1291.01,48.23,26.67,153.86,53.19,34.1,65.33,249.39,10.87
20/9/2017,4.65,94.6,229.79,39.02,74.94,24.93,172.17,47.38,434.07,32.62,37.82,1301,48.66,26.83,155.16,53.56,34.12,65.78,250.06,10.86
19/9/2017,4.68,93.94,228.91,39.68,75.44,25.01,172.52,46.84,432.39,32.41,38.3,1311.1801,48.49,26.68,153.94,53.33,33.6,66.21,249.97,10.87
18/9/2017,4.69,92.92,227.53,39.67,75.16,25.67,170.01,46.49,429.44,32.33,38.07,1306.63,48.71,26.67,153.32,53.5,33.7,67.41,249.72,10.79
15/9/2017,4.5,91.62,225.22,39.97,75.31,25.32,171.64,46.76,428.72,32.29,37.65,1319.22,49.34,26.79,154.64,53.87,33.52,66.87,249.19,10.78
14/9/2017,4.24,90.97,226.85,39.57,74.77,25.18,170.96,47.01,425.69,32.09,37.38,1329.43,49.61,26.56,154.71,53.73,33.87,66.32,250.09,10.72
13/9/2017,4.26,91.15,226.56,39.91,75.21,24.42,173.05,47.52,425.52,32.03,37.53,1322.85,49.98,26.62,155.3,53.52,33.24,65.95,250.17,10.78
12/9/2017,4.24,90.89,225.95,40.22,74.68,24.18,172.96,47.33,428.57,32.2,37.86,1331.54,49.13,26.54,152.49,53.4,33.53,65.82,250.05,10.75
11/9/2017,4.22,89.79,221.06,40.38,74.76,24.25,173.51,47.16,424.04,32.15,37.84,1326.92,48.9,26.36,149.93,53.03,32.53,65.5,249.21,10.59
08/9/2017,4.09,88.42,217.21,39.66,73.98,22.89,170.95,47.07,415.95,31.61,37.5,1346.31,48.3,26.29,149.89,52.2,32.33,65.39,246.58,10.54
07/9/2017,4.16,88.53,215.84,40.31,74.34,23.37,173.21,47.49,414.25,31.62,37.54,1348.8,48.97,26.71,151.76,52.39,32.22,64.65,246.87,10.58
06/9/2017,4.15,90.11,218.83,40.48,73.4,22.97,172.09,47.1,412.19,32.01,37.27,1333.76,48.39,26.69,151.36,52.76,32.22,64.95,246.9,10.67
05/9/2017,4.15,89.51,217.78,40.52,73.61,23.31,170.72,47.07,413.65,32.04,36.85,1338.36,48.26,26.6,151.63,53.01,32.04,64.47,246.06,10.54
01/9/2017,4.26,91.7,225.88,41.01,73.94,23.69,172.02,47.6,421.78,32.71,37.22,1324.57,48.91,26.12,150.77,53.36,32.19,64.53,247.84,10.53
31/8/2017,4.24,90.89,223.74,41,74.77,23.73,171.97,47.76,419.01,32.73,36.97,1321.6,49.03,26.02,149.34,52.81,32.15,63.3,247.49,10.23
30/8/2017,4.14,91.31,222.42,40.84,74.01,23.55,169.92,47.18,416.2,32.53,36.93,1308.36,48.38,26.18,147.15,52.56,31.71,62.49,246.01,10.15
29/8/2017,4.12,91.1,219.96,40.73,73.05,23.16,168.05,46.79,414.13,31.94,36.88,1309.3,47.7,26.26,146.31,52.73,31.76,62.18,244.85,10.06
28/8/2017,4.12,91.6,220.35,40.37,72.83,23.04,167.24,46.41,414.34,31.95,36.77,1309.5,47.3,26.01,145.35,53.73,31.73,62.55,244.57,10.01
25/8/2017,4.1,91.89,222.47,39.97,72.82,23.2,166.32,46.52,416.37,31.57,36.85,1291.03,47.26,26.21,145.26,53.9,31.65,63.25,244.56,10.04
24/8/2017,4.13,91.52,222.99,39.82,72.69,23.53,167.74,46.84,415.94,31.62,36.83,1286.2,47.62,26.11,144.19,53.84,31.5,63.86,243.99,9.94
23/8/2017,4.14,91.67,222.74,39.99,72.72,23.52,168.71,47.13,418.07,31.8,36.58,1289.6801,47.9,26.65,151.85,53.61,31.51,64.56,244.56,9.94
22/8/2017,4.06,91.56,223.58,39.95,73.16,22.76,169.64,47.02,421.37,31.76,36.52,1284.33,48.34,26.67,151.21,54.13,31.42,64.95,245.44,9.88
21/8/2017,3.98,90.63,220.79,39.3,72.15,22.52,167.78,46.04,415.37,31.36,35.98,1290.83,47.66,26.57,149.66,53.61,31.05,65.11,242.9,9.81
18/8/2017,4.04,90.74,222.15,39.38,72.49,23.16,167.41,46.31,416.55,31.52,35.86,1284.1,47.92,26.44,149.67,54.95,30.97,65.14,242.71,9.8
17/8/2017,4.04,90.65,221.42,39.47,72.4,23.46,166.91,46.38,419.94,31.6,35.79,1287.61,48.03,26.57,151.09,57.46,31.23,64.9,243.09,9.87
16/8/2017,4.13,92.09,225.61,40.24,73.65,24.19,170,47.21,427.07,32.17,36.34,1282.71,48.91,26.99,152.22,58.54,31.62,65.65,246.94,10.02
15/8/2017,4.17,92.73,227.59,40.4,73.22,24.16,171,46.9,428.25,32.26,36.42,1271.38,49.14,26.92,149.48,58.56,31.64,65.96,246.51,10.06
14/8/2017,4.21,92.49,227.36,39.96,73.59,24.25,170.75,46.95,428.06,32.43,36.05,1281.86,49.16,26.9,150.46,59.78,31.58,65.85,246.54,10.12
11/8/2017,3.9,91.42,224.15,39.37,72.5,23.86,168.08,46.5,424.16,31.95,36.14,1288.81,48.4,26.8,149.26,58.97,31.52,65.55,244.12,9.99
10/8/2017,4.12,92.19,225.5,38.83,71.41,23.69,167.4,46.18,422.69,32.3,35.34,1286,47.85,26.89,149.25,59.07,31.68,64.87,243.76,9.99
09/8/2017,4.3,93.53,231.01,40.27,72.47,24.24,171.18,47,431.34,33.4,36.46,1277.15,49.1,27.2,149.46,59.9,31.71,64.66,247.25,10.13
08/8/2017,4.26,93.68,232.05,40.02,72.79,24.35,171.23,47.21,428.82,33.79,36.7,1260.24,49.49,27.2,150.31,59.46,31.55,65.02,247.26,10.1
07/8/2017,4.31,94.02,232.92,39.7,72.4,23.68,171.98,47.29,427.87,33.85,36.79,1257.31,49.61,27.09,149.54,59.79,31.58,66.9,247.87,10.13
04/8/2017,4.18,93.66,229.79,39.1,72.68,23.79,169.62,47.29,426.51,33.78,36.03,1257.85,49.38,26.83,149.06,59.76,31.89,63.3,247.41,10.16
03/8/2017,4.16,92.5,223.99,38.89,72.15,23.14,168.59,47.02,426.01,33.18,35.79,1268.15,49.35,26.96,150.46,60.14,31.69,63.24,246.96,10.14
02/8/2017,4.11,93.11,226.27,39.28,72.26,21.73,169.3,47.38,425.55,33.21,36.07,1266.2,49.79,26.84,153.67,59.79,31.21,63.63,247.44,10.2
01/8/2017,4.11,93.03,227,37.51,72.58,21.3,169.86,47.33,429.98,33.5,35.84,1268.55,49.81,26.83,152.18,59.84,31.36,62.9,247.32,10.16
31/7/2017,4.06,91.8,225.33,37.18,72.7,21.56,169.25,47.27,426.53,33.45,35.96,1269.05,49.39,26.66,151.03,59.05,31.43,63.36,246.77,10.41
28/7/2017,4.11,91.28,223.61,37.38,73.04,22.34,172.45,47.92,424,33.53,35.86,1268.75,51,26.6,145.67,58.67,31.42,63,246.91,10.36
27/7/2017,4.04,91.55,221.48,37.64,73.16,22.3,170.44,47.63,425.51,33.77,36.18,1258.5,52.3,26.59,145.32,58.15,31.28,63.36,247.2,10.37
26/7/2017,4.18,91.93,222.25,38.37,74.05,22.92,165.61,48.27,432.71,34.49,36.22,1260.6,52.64,26.3,144.91,58.36,31.18,63.03,247.43,10.26
25/7/2017,4.13,92.8,221.58,38.19,74.19,22.64,165.28,48.45,431.35,34.55,36.1,1248.55,51.99,26.17,145.94,59.39,31.38,62.72,247.42,10.46
24/7/2017,4.15,91.28,218.18,38.02,73.6,22.83,166,49.92,428.32,34.35,36.22,1254.86,51.95,25.63,143.87,58.95,31.59,61.61,246.82,10.47
21/7/2017,4.2,90.89,220.18,37.57,73.79,21.89,164.43,49.69,428.65,34.42,35.85,1254.4,51.28,25.38,143.34,59.95,31.74,61.88,246.88,10.7
20/7/2017,4.19,91.2,222.3,37.59,74.22,21.99,164.53,49.61,427.28,34.28,36.1,1244.24,51.44,25.34,143.86,59.1,31.79,60.93,247.1,10.85
19/7/2017,4.13,91.2,222.87,37.76,73.86,21.68,164.14,49.64,426.46,34.78,36.41,1240.37,51.34,25.29,144.1,57.77,31.87,61.13,246.99,10.97
18/7/2017,4.15,91.07,223.31,37.52,73.3,21.88,162.86,49.35,426.88,34.51,35.87,1241.96,51.22,25.4,144.35,57.65,31.62,60.84,245.66,10.9
17/7/2017,4.11,91.39,229.26,37.39,73.35,21.3,159.73,48.8,424.63,34.55,35.91,1233.9,50.5,25.46,145.63,57.79,31.52,61.67,245.53,10.89
14/7/2017,4.12,92.25,228.6,37.26,72.78,21.85,159.97,48.85,438.34,34.44,36.25,1228.58,50.09,25.45,145.78,58,31.69,61.39,245.56,10.84
13/7/2017,4.02,93.1,230.4,36.94,71.77,21.56,159.26,48.44,437.88,33.87,36.15,1216.95,50.03,25.02,146.35,57.94,31.55,60.89,244.42,10.76
12/7/2017,4.06,92.51,227.39,36.44,71.15,21.97,158.9,48.38,435.29,33.67,35.69,1219.5,50.33,24.65,144.59,58.22,31.49,59.92,244.01,10.64
11/7/2017,3.9,92.83,226.95,36.38,69.99,21.81,155.27,47.68,431.91,33.53,35.38,1217.31,49.71,24.49,143.98,58.18,31.44,58.58,242.19,10.56
10/7/2017,3.84,93.19,225.84,36.27,69.98,21.07,153.5,47.55,436.24,33.3,35,1213.95,49.82,24.41,143.87,58.73,31.67,59.28,242.37,10.52
07/7/2017,3.67,93.85,225.28,36.05,69.46,20.88,151.44,47.04,432.38,32.99,34.63,1212.8,48.94,25.11,146.84,57.98,31.61,60.22,242.11,10.45
06/7/2017,3.59,93.38,226.69,35.68,68.57,20.59,148.82,46.38,425.19,32.88,34.5,1224.65,48.26,25.16,149.68,57.16,31.49,60.21,240.55,10.37
05/7/2017,3.58,93.68,228.04,36.02,69.08,21.81,150.34,46.61,428.77,33.03,34.82,1226.45,48.57,25.11,150.56,57.56,31.89,61.57,242.77,10.48
03/7/2017,3.48,92.75,227.28,35.88,68.17,23.51,148.43,45.97,428.82,33.12,34.88,1220.36,47.68,25.12,151.32,58.65,32.06,62.58,242.21,10.72
30/6/2017,3.61,91.4,221.9,36.01,68.93,24.11,150.98,46.48,422.41,33.35,34.96,1241.2,48.4,25.23,152.38,59,31.84,62.63,241.8,10.38
29/6/2017,3.67,91.15,224.41,35.92,68.49,24.05,151.04,46.89,423.24,33.27,34.81,1245.24,48.8,25.31,151.19,53.17,31.88,61.57,241.35,10.36
28/6/2017,3.79,89.82,223.22,36.46,69.8,24.75,153.24,48.05,426.85,33.34,35.35,1248.82,49.52,25.5,152.61,53.36,31.99,61.57,243.49,10.29
27/6/2017,3.66,88.05,220.28,35.93,69.21,24.16,150.58,47.4,422.13,32.95,35.09,1246.97,48.84,25.34,151.74,52.95,32.01,61.7,241.33,10.28
26/6/2017,3.8,87.24,220.44,36.45,70.53,25.17,153.59,48.6,424.69,33.15,36.13,1243.95,49.7,25.17,152.64,53.28,32.27,62.76,243.29,10.37
23/6/2017,3.85,86.86,217.19,36.57,71.21,25.56,155.07,49.3,421.62,33.14,36.73,1256.4,50.19,24.95,149.71,52.85,32.39,62.79,243.13,10.24
22/6/2017,3.96,87.02,219.77,36.41,70.26,25.51,153.4,48.83,423.17,33.06,36.71,1250.21,50.06,25.17,152.25,52.4,32.29,61.72,242.84,10.33
21/6/2017,3.99,87.12,222.49,36.47,70.27,25.09,153.91,48.93,420.74,32.96,36.71,1246.05,50.11,25.41,155.45,52.59,32.12,61.38,242.95,10.24
20/6/2017,3.93,87.52,225.1,36.25,69.91,24.82,152.25,48.45,424.69,32.94,36.13,1242.81,49.63,25.18,155.21,51.56,31.81,61.39,243.01,10.32
19/6/2017,3.93,88.07,226.13,36.59,70.87,24.65,152.87,48.76,428.38,33.07,36.21,1242.75,49.76,25.17,156.58,52.02,31.49,61.56,244.66,10.43
16/6/2017,3.79,86.18,221.81,35.57,70,24.76,150.64,47.93,420.51,32.66,35.87,1253.13,49.39,25.08,159.22,51.1,31.25,61.61,242.64,10.41
15/6/2017,3.81,86.57,223.23,36.07,69.9,25.02,149.8,48.01,422.37,32.54,35.44,1253.5,48.21,26.3,171.56,52.9,31.1,61.96,243.77,10.43
14/6/2017,3.79,87.09,226.51,36.29,70.27,25.38,150.25,48.4,421.49,32.77,35.65,1260.68,48.82,26.63,173.1,54.66,30.99,62.51,244.24,10.41
13/6/2017,3.79,87.27,224.2,36.65,70.65,25.06,150.68,48.52,419.31,32.93,35.56,1265.35,49.04,26.51,171.99,54.31,30.88,62.38,244.55,10.46
12/6/2017,3.75,86.98,221.91,36.35,69.78,23.93,148.44,48.09,418.31,32.63,35.24,1265.02,48.25,26.41,171.16,54.03,31,61.27,243.36,10.46
09/6/2017,3.74,86.96,222.44,37.24,70.32,23.82,149.6,48.51,418.5,33.37,35.79,1265.9,48.92,26.47,171.87,53.46,31.06,60.75,243.41,10.33
08/6/2017,4,84.95,218.76,38.75,71.95,24.67,154.71,50.21,415.23,33.29,36.83,1278.5,50.51,26.31,172.85,53.2,30.1,60.52,243.78,10.3
07/6/2017,3.73,83.91,215.78,38.84,72.39,23.98,153.12,50.08,413.8,33.29,36.46,1286.41,50.5,26.38,173.6,53.23,30.33,60.47,243.66,10.27
06/6/2017,3.68,82.96,214.53,38.61,72.52,23.52,152.81,49.83,413.83,33.11,36.43,1293.5,50.15,26.31,172.89,52.48,30.4,59.37,243.21,10.32
05/6/2017,3.7,82.79,213.99,38.48,72.28,23.15,153.63,50.19,414.22,33.32,36.39,1279.45,50.57,26.75,173.49,53.01,30.67,58.27,243.99,10.44
02/6/2017,3.59,82.64,213.31,38.86,71.76,22.66,153.61,49.81,414.71,33.69,36.18,1279.58,50.34,26.54,172.43,52.98,30.85,57.89,244.17,10.53
01/6/2017,3.61,83.06,215.01,38.3,70.1,22.69,151.53,49.41,413.38,33.45,35.89,1265.26,49.8,26.6,172.11,52.3,31.01,58.48,243.36,10.59
31/5/2017,3.61,82.15,211.26,38.19,69.84,22.73,151.46,49.35,409.24,32.88,35.36,1268.09,49.73,26.2,171.92,52.99,30.95,57.34,241.44,10.32
30/5/2017,3.62,83.9,218.42,38.42,70.41,22.34,152.38,49.81,406.82,32.86,35.78,1262.71,49.84,26.05,170.48,52.92,30.46,57.94,241.5,10.28
26/5/2017,3.55,85.36,223.53,38.4,69.96,21.68,152.13,49.66,407.02,32.58,35.51,1266.66,49.79,26.04,169.47,52.59,30.47,58.34,241.71,10.14
25/5/2017,3.46,85.35,222.47,38.47,69.62,21.12,151.96,49.59,406.36,32.47,35.57,1255.36,49.67,26.1,166.48,52.35,30.49,58.1,241.76,10.07
24/5/2017,3.46,85.71,223.83,38.34,68.77,20.68,150.04,48.88,396.31,32.53,35.52,1258.1,49.02,26.05,164.85,52.01,30.38,58.43,240.61,10.17
23/5/2017,3.43,85.76,219.64,38.45,68.68,20.26,148.07,48.53,395.97,32.47,35.4,1250.76,48.58,26.16,164.33,52.2,30.47,58.42,240.05,10.25
22/5/2017,3.47,84.7,216.02,38.5,68.45,20.69,148.24,48.2,396.28,31.88,35.4,1260.06,48.53,26.18,164.26,51.57,30.45,58.44,239.52,10.3
19/5/2017,3.4,84.78,215.39,38.27,67.69,20.72,148.06,47.73,393.32,29.87,35.2,1255.05,47.99,26.26,163.54,51.77,30.77,58.56,238.31,10.08
18/5/2017,3.33,83.96,215.16,38.13,67.71,20.87,147.66,47.52,388.48,29.28,34.9,1246.55,47.92,25.85,162.66,51.68,30.54,57.83,236.77,10.01
17/5/2017,3.19,84.27,213.72,37.56,67.48,20.41,144.85,47.11,383.67,29.32,34.42,1260.35,47.24,25.04,161.17,51.8,30.55,58.02,235.82,9.98
16/5/2017,3.42,87.61,225.6,38.87,69.41,21.13,149.78,48.23,391.3,30.21,35.03,1236.4,48.3,25.04,162.93,52.78,30.9,57.85,240.08,10.15
15/5/2017,3.36,87.34,225.12,38.92,68.43,21.06,150.19,47.96,389.36,30.11,35.06,1230.21,47.9,25.43,163.47,53.77,31.4,58.07,240.3,10.15
12/5/2017,3.2,86.92,222.82,39.02,68.38,21.65,150.33,47.76,385.12,29.91,35.37,1228.33,48.07,25.24,162.82,54.2,31.29,58.24,238.98,10.13
11/5/2017,3.16,87.16,224.76,38.49,68.46,21.54,150.04,47.79,382.87,30,35.56,1224.35,47.38,25.38,163.18,54.24,31.32,58.05,239.38,10.21
10/5/2017,3.03,87.43,224.88,38.31,69.31,21.68,150.29,47.74,382.27,30.02,35.41,1218.65,47.45,25.57,163.26,54.56,31.31,58.04,239.87,10.24
09/5/2017,2.57,86.75,223.76,38.5,69.04,21.42,150.48,47.84,380.5,29.99,35.41,1220.9,47.64,25.57,164.53,54.89,31.64,57.88,239.44,10.35
08/5/2017,2.57,87.1,225.03,38.25,68.94,20.48,151.06,47.93,382.38,30.12,34.98,1225.8,47.45,25.37,164.49,54.3,31.71,59.48,239.66,10.33
05/5/2017,2.6,87,226.87,37.24,69,20.56,150.24,47.51,383.76,30.28,34.42,1227.59,46.71,25.5,165.03,53.95,31.74,63.33,239.7,10.33
04/5/2017,2.6,87.1,226.59,36.63,68.81,19.7,150.85,47.74,383.31,30.26,34.14,1227.25,46.88,25.45,167.09,54.47,31.71,62.97,238.76,10.2
03/5/2017,2.61,87,226.31,36.77,69.08,20.73,151.8,47.42,384.29,30.79,34.29,1237.97,47.05,25.25,164.68,54.53,31.73,62.65,238.48,10.27
02/5/2017,2.59,86.5,225.12,36.88,69.3,21.26,152.78,46.85,384.5,30.75,33.93,1256.79,47.35,25.17,163.55,55.07,31.86,63.22,238.77,10.13
01/5/2017,2.67,87.06,224.85,36.65,69.41,21.52,152.46,46.64,383,30.84,33.4,1256.3,47.41,25.08,162.88,54.99,32.02,63.87,238.68,10.59
28/4/2017,2.61,87,223.8,35.91,68.46,20.94,150.25,46.23,384.57,30.84,33.07,1267.65,46.25,25.06,162.57,55.41,32.15,64.26,238.08,10.64
27/4/2017,2.64,87.61,225.81,35.95,68.27,20.58,147.7,44.57,390.71,30.97,33.02,1263.7,45.92,25.15,162.51,55.47,32.1,64.61,238.6,10.64
26/4/2017,2.6,88.43,226.2,35.92,67.83,20.68,146.56,44.46,388.87,31.27,33,1268.65,45.46,25.14,161.91,55.16,32.09,64.53,238.4,10.76
25/4/2017,2.62,88.26,226.63,36.13,67.92,20.92,146.49,44.44,388.19,30.89,33.07,1263.36,45.38,25.02,158.14,55.45,32,65.13,238.55,10.65
24/4/2017,2.57,87.5,223.22,35.91,67.53,20.54,145.47,43.95,386.65,30.43,32.7,1275.1801,45.37,24.93,157.82,55.47,31.98,65.39,237.17,10.6
21/4/2017,2.54,84.52,216.86,35.57,66.4,20.37,143.68,42.95,378.06,30.28,32.08,1284,44.93,24.98,156.39,55.85,31.89,65.14,234.59,10.52
20/4/2017,2.53,85.55,218.06,35.61,65.5,20.17,143.8,43,381.59,30.22,31.79,1281.35,45.1,24.93,155.82,56.4,31.98,65.04,235.34,10.64
19/4/2017,2.49,84.46,214.09,35.17,65.04,20.37,142.27,42.83,377.1,30.06,31.61,1278.91,44.96,24.69,155.74,55.86,31.86,64.63,233.44,10.38
18/4/2017,2.48,85.16,215.59,35.3,65.39,20.02,140.96,42.7,383.61,29.6,31.79,1289.26,45.19,24.63,155.8,56.11,32.08,65.24,233.87,10.33
17/4/2017,2.48,85.86,226.26,35.46,65.48,20.1,141.42,42.76,383.8,29.25,32.03,1284.3,45.1,24.5,155.41,56.24,32.23,64.46,234.57,10.46
13/4/2017,2.39,84.4,223.32,35.26,64.95,20.27,139.39,42.01,379,28.86,31.83,1287.36,44.23,24.38,154.62,55.34,32.12,63.47,232.51,10.31
12/4/2017,2.43,85.4,225.75,35.45,65.23,19.79,139.58,42.07,381.44,29.26,32.28,1286.1,44.81,24.48,155.84,55.57,32.15,64.26,234.03,10.42
11/4/2017,2.45,85.73,227.74,35.41,65.48,20.58,139.92,41.99,384.05,29.24,32.4,1274.06,45.12,24.48,156.26,54.92,32.16,62.86,235.06,10.46
10/4/2017,2.44,85.88,228.89,35.79,65.53,20.83,141.04,42.09,385.89,29.44,32.52,1254.23,45.35,24.35,156.8,54.9,32.27,62.65,235.34,10.44
07/4/2017,2.51,86.18,227.88,35.84,65.68,20.17,140.78,42.1,386.02,29.39,32.87,1253.55,44.74,24.3,156.25,55.11,32.33,62.16,235.2,10.42
06/4/2017,2.52,86.48,228.64,35.91,65.73,19.91,141.17,42.25,384.1,29.76,32.86,1251.3,44.91,23.81,155.7,55.14,32.33,62.62,235.44,10.46
05/4/2017,2.5,86.19,227.66,36.01,65.56,19.67,141.85,42.45,380.91,29.47,32.9,1254.8,45.46,23.88,152.94,54.98,32.41,61.95,234.78,10.45
04/4/2017,2.52,87.31,229.26,36.19,65.73,20.25,141.73,42.63,380.8,29.64,32.86,1255.47,45.34,24,153.17,55.04,32.55,62.07,235.48,10.55
03/4/2017,2.71,87.52,228.96,35.92,65.55,19.9,142.28,42.84,382.09,29.54,32.89,1252.85,44.58,23.94,152.66,55.56,32.46,61.98,235.33,10.61
31/3/2017,2.72,87.84,229.72,35.91,65.86,18.55,142.05,42.39,383.51,29.7,32.84,1248.63,44.33,24.03,153.57,55.73,32.43,61.71,235.74,10.8
30/3/2017,2.73,89.03,231.22,35.98,65.71,18.53,142.41,42.47,383.04,29.69,33.07,1242.9,43.82,23.86,153.75,56.04,32.56,61.64,236.29,10.84
29/3/2017,2.68,88.27,228.45,36.03,65.47,18.49,142.65,42.49,379.41,29.31,32.93,1251.95,43.72,23.58,153.33,56.68,32.54,61.88,235.54,10.84
28/3/2017,2.69,88.6,229.33,35.95,65.29,18.5,141.76,42.03,380.63,29.62,33.35,1251.52,42.8,23.44,152.73,56.62,32.38,61.82,235.32,10.81
27/3/2017,2.71,87.24,225.48,35.22,65.1,18.01,140.32,41.93,375,29.59,33.17,1253.79,42.34,23.22,152.16,55.93,32.4,61.84,233.62,10.63
24/3/2017,2.69,87.29,228.41,35.16,64.98,17.54,140.34,41.76,374.41,29.68,32.81,1243.8,42.28,23.2,152.04,56.36,32.23,62.57,233.86,10.78
23/3/2017,2.68,87.39,231.9,35.23,64.87,16.99,139.53,41.98,375.4,29.89,32.56,1244.8,42.37,23.29,152.85,55.37,32.51,62.33,234.03,10.83
22/3/2017,2.7,87.53,231.07,35.35,65.03,17,139.59,42.49,375.47,29.98,32.69,1248.85,42.4,23.42,153.56,53.92,32.68,62.72,234.28,10.92
21/3/2017,2.65,87.39,233,34.96,64.21,16.71,138.51,42.51,375.16,30.01,32.48,1244.5,42.16,23.3,152.74,58.01,32.47,62.26,233.73,10.87
20/3/2017,2.74,90.03,242.14,35.37,64.93,17.46,139.94,43.4,380.45,30.53,32.85,1233.15,42.85,23.33,153.34,58.68,32.59,62.36,236.77,11.39
