Date,NVDA.O (TRDPRC_1),JPM (TRDPRC_1),GS (TRDPRC_1),AAPL.O (TRDPRC_1),MSFT.O (TRDPRC_1),TSLA.O (TRDPRC_1),META.O (TRDPRC_1),GOOGL.O (TRDPRC_1),BLK (TRDPRC_1),BX (TRDPRC_1),TSM (TRDPRC_1),XAU= (BID),AMZN.O (TRDPRC_1),WMT (TRDPRC_1),COST.O (TRDPRC_1),NKE (TRDPRC_1),PFE (TRDPRC_1),TSN (TRDPRC_1),SPY (TRDPRC_1),F (TRDPRC_1)
,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
11/1/2023,16,139.63,364.48,133.49,235.77,123.22,132.89,91.52,755.92,83.07,81.78,1876.38,95.09,48.71,473.54,127.94,47.45,65.81,395.52,12.4
10/1/2023,15.91,138.6,357.36,130.73,228.85,118.85,132.99,88.42,757.28,80.53,81.27,1877.27,89.87,48.29,470.7,125.84,47.62,65.58,390.58,12.05
09/1/2023,15.63,137.37,353,130.15,227.12,119.77,129.47,88.02,752.99,80.58,80.31,1871.59,87.36,48.32,468.1,124.85,48.39,65.71,387.86,11.91
06/1/2023,14.86,137.94,348.08,129.62,224.93,113.06,130.02,87.34,738,79.22,78.07,1865.71,86.08,48.93,472.13,124.53,50.92,66.07,388.08,11.8
05/1/2023,14.27,135.35,343.76,125.02,222.31,110.34,126.94,86.2,701.24,76.59,75.73,1833.19,83.12,47.76,440.18,120.62,49.66,64.36,379.38,11.49
04/1/2023,14.75,136.38,347.7,126.36,229.1,113.64,127.37,88.08,721.9,78.01,76.32,1854.09,85.14,47.92,446.41,121.21,50.13,64.51,383.76,11.27
03/1/2023,14.31,135.12,346.22,125.07,239.58,108.1,124.74,89.12,712.04,76.13,74.03,1839.49,85.82,47.87,443.2,118.75,51.26,63.6,380.82,10.96
30/12/2022,14.61,134.1,343.38,129.93,239.82,123.18,120.34,88.23,708.63,74.19,74.49,1824.4,84,47.26,446.35,117.01,51.24,62.25,382.43,10.91
29/12/2022,14.6,133.22,343.43,129.61,241.01,121.82,120.26,88.45,716.15,74.75,76,1814.89,84.18,47.38,446.38,117.35,51.33,61.79,383.44,10.83
28/12/2022,14.04,132.46,340.87,126.04,234.53,112.71,115.62,86.02,700.33,72.16,73.06,1804.09,81.82,47.1,442.92,114.98,50.8,61.19,376.66,10.27
27/12/2022,14.12,131.74,341.97,130.03,236.96,109.1,116.88,87.39,703.26,73.68,74.32,1813.93,83.04,47.94,448.31,117.56,51.13,61.69,381.4,10.51
23/12/2022,15.21,131.28,345.51,131.86,238.73,123.15,118.04,89.23,703.94,74.91,74.89,1797.91,85.25,47.92,452.36,116.25,51.83,61.35,382.91,10.66
22/12/2022,15.34,130.66,345.58,132.23,238.19,125.35,117.12,87.76,703.33,74.34,75.28,1792.57,83.79,47.83,448.51,116.71,51.64,60.88,380.72,10.61
21/12/2022,16.5,132.16,350.16,135.45,244.43,137.57,119.76,89.58,712.94,75.84,77.14,1814.13,86.77,48.39,451.79,115.78,51.66,60.76,386.23,11.05
20/12/2022,16.09,130.69,344.49,132.3,241.8,137.8,117.09,89.02,691.56,73.09,75.62,1817.4084,85.19,48.02,447.64,103.21,51.32,61.38,380.54,10.76
19/12/2022,16.25,130.06,344.61,132.37,240.45,149.87,114.48,88.44,692.47,73.48,76.1,1787.44,84.92,47.6,448.43,103.05,51.36,60.81,380.02,10.97
16/12/2022,16.57,129.29,346.35,134.51,244.69,150.23,119.43,90.26,700.22,75.39,76.3,1792.34,87.86,47.58,451.19,105.95,51.4,61.84,383.27,11.37
15/12/2022,16.95,130.1,349.83,136.5,249.01,157.67,116.15,90.86,698.18,77.4,77.61,1776.66,88.45,48.45,453.59,108.51,53.61,62.57,389.63,12.22
14/12/2022,17.67,133.41,360.38,143.21,257.22,156.8,121.59,95.07,711.52,80.6,80.02,1807.27,91.58,48.89,472.77,111.45,54.48,64.35,399.4,12.65
13/12/2022,18.07,134.08,368.69,145.47,256.92,160.95,120.15,95.63,724.15,83.44,80.51,1810.29,92.49,49.16,477.34,112.85,53.07,64.58,401.97,12.73
12/12/2022,17.54,134.21,363.18,144.49,252.51,167.82,114.71,93.31,709.23,82.47,80.43,1781.15,90.55,49.34,476.84,112.07,52.16,64.53,398.95,12.63
09/12/2022,17,132.16,359.14,142.16,245.42,179.05,115.9,92.83,706.95,78.48,80.69,1796.63,89.09,48.44,472.28,109.42,51.72,63.75,393.28,12.37
08/12/2022,17.17,132.88,358.08,142.65,247.4,173.44,115.33,93.71,703.44,79.05,80.8,1789.23,90.35,49.59,470.72,111.36,51.78,63.86,396.24,12.31
07/12/2022,16.12,131.5,359.92,140.94,244.37,174.04,113.93,94.94,709.16,77.64,79.24,1786.22,88.46,49.7,471.25,108.33,50.24,63.74,393.16,12.29
06/12/2022,15.99,131.59,362.91,142.91,245.12,179.82,114.12,96.98,710.29,78.73,79.56,1770.91,88.25,49.96,470.46,107.93,49.71,64.15,393.83,12.46
05/12/2022,16.61,131.37,371.54,146.63,250.2,182.45,122.43,99.48,712.76,81.97,81.62,1768.39,91.01,50.55,477.79,109.62,50.73,64.77,399.59,12.55
02/12/2022,16.88,135.16,380.58,147.81,255.02,194.86,123.49,100.44,712.98,85.16,81.5,1797.82,94.13,51.07,483.53,112.2,50.91,66.02,406.91,13
01/12/2022,17.14,136.24,383.81,148.31,254.69,194.7,120.44,100.99,722.18,85.04,82.68,1802.89,95.5,51.12,492.66,111.11,51.08,65.48,407.38,13.21
30/11/2022,16.92,138.18,386.15,148.03,255.14,194.7,118.1,100.99,716,91.53,82.98,1768.45,96.54,50.81,527.26,109.69,50.13,66.28,407.68,13.04
29/11/2022,15.64,136.56,383.71,141.17,240.33,180.83,109.46,95.19,714,88.21,79.33,1749.73,92.42,50.99,517.2,106.25,49.49,66.45,395.23,12.9
28/11/2022,15.83,134.35,382.36,144.22,241.76,182.92,108.78,96.05,721.17,88.1,79.22,1740.75,93.95,51.17,519.11,104.96,49.57,65.53,395.91,12.88
25/11/2022,16.27,136.74,388.86,148.11,247.49,182.86,111.41,97.46,737.78,90,81.4,1756.14,93.41,51.02,521.79,105.96,49.21,67.33,402.33,13.21
23/11/2022,16.52,136.48,386.25,151.07,247.58,183.2,112.24,98.46,736.32,88.52,81.97,1749.28,94.13,50.81,522.61,106.65,48.85,67.14,402.42,13.16
22/11/2022,16.04,135.04,383.87,150.18,245.03,169.91,111.44,97.05,733.45,87.8,82.54,1740.24,93.2,50.56,520.12,105.97,49.08,67.32,399.9,13.2
21/11/2022,15.32,133.05,380.21,148.01,242.05,167.87,109.86,95.6,723.7,89.85,79.93,1737.8081,92.46,50.38,511.73,103.83,48.18,66.75,394.59,13.09
18/11/2022,15.41,133.84,379.2,151.29,241.22,180.19,112.05,97.43,720.61,91.68,82.27,1749.74,94.14,50.08,512.03,105.42,48.23,65.52,396.03,13.13
17/11/2022,15.68,132.54,379.78,150.72,241.68,183.17,111.45,98.36,721.31,90.51,81.48,1760.87,94.85,49.33,509.73,105.36,48.33,65.39,394.24,13.05
16/11/2022,15.91,133.12,382.33,148.79,241.73,186.92,113.23,98.85,727.03,94.04,79.45,1773.77,97.12,49.5,512.46,105.23,48.05,64.53,395.45,13.04
15/11/2022,16.67,132.94,382.88,150.04,241.97,194.42,117.08,98.44,740.31,97.61,80.46,1778.25,98.94,49.15,514.76,106.71,48.57,64.34,398.49,13.42
14/11/2022,16.3,133.91,382.36,148.28,241.55,190.95,114.22,95.7,741.15,101.41,72.8,1771.8,98.49,46.13,498.35,104.39,49.24,64.83,395.12,13.19
11/11/2022,16.33,135.3,385.17,149.7,247.11,195.97,113.02,96.41,774.75,108.77,73.83,1770.69,100.79,47.53,504.01,106.09,47.6,67.41,398.51,13.6
10/11/2022,15.75,135.08,378.31,146.87,242.98,190.72,111.87,93.94,759.81,103.52,70.84,1754.75,96.63,47.45,501.72,99.49,47.38,66.46,394.69,13.3
09/11/2022,13.78,129.74,362,134.87,224.51,177.59,101.47,87.32,669.62,89.99,65,1706.32,86.14,46.49,479.08,92.1,46.72,64.11,374.13,12.49
08/11/2022,14.6,131.45,364.02,139.5,228.87,191.3,96.47,88.9,686.33,92.95,65.02,1712.52,89.98,47.6,481.8,93.75,47.35,67.73,382,12.87
07/11/2022,14.3,131.37,362.56,138.92,227.87,197.08,96.72,88.49,676.3,92.18,62.76,1674.68,90.53,47.48,477.69,93.44,47.09,67.26,379.95,12.85
04/11/2022,14.16,130.68,357.91,138.38,221.39,207.47,90.79,86.58,656.15,90.04,62.48,1680.27,90.98,46.99,475.59,95.79,47.22,67.3,376.35,12.67
03/11/2022,13.42,127.2,348.87,138.88,214.25,215.31,88.91,83.43,633.81,88.03,60.28,1629.15,89.3,46.91,475.48,90.4,46.57,66.56,371.01,12.44
02/11/2022,13.22,126.97,349.79,145.03,220.1,214.98,90.54,86.97,638.81,92.35,60.52,1634.887,92.12,46.92,472.76,90.3,47.07,67.44,374.87,12.25
01/11/2022,13.54,128.15,348.58,150.65,228.17,227.82,95.2,90.47,652,92.94,61.58,1647.5033,96.79,47.23,488.84,93.77,48.01,68,384.52,12.57
31/10/2022,13.5,125.88,344.51,153.34,232.13,227.54,93.16,94.51,645.91,91.14,61.55,1633.1224,102.44,47.44,490.35,92.68,46.55,68.35,386.21,12.54
28/10/2022,13.83,126.08,341.82,155.74,235.87,228.52,99.2,96.29,663.75,93.18,62.01,1641.76,103.41,47.5,499.51,93.83,47.43,68.64,389.02,12.44
27/10/2022,13.18,124.6,337.18,144.8,226.75,225.09,97.94,92.22,648.98,93.45,60.95,1662.9399,110.96,46.91,485.5,90.54,45.74,67.39,379.98,12.2
26/10/2022,12.9,124.11,335.69,149.35,231.32,224.64,129.82,94.93,637.8,92.74,60.84,1664.4884,115.66,47.05,488.34,92.39,46.06,67.82,382.02,12.03
25/10/2022,13.26,122.7,332.4,152.34,250.66,222.41,137.51,104.48,635.94,91.55,61.14,1652.5239,120.6,46.69,487.96,91.72,45.59,67.03,384.92,12.04
24/10/2022,12.6,122.38,328.7,149.45,247.25,211.25,129.72,102.52,611.44,86.27,61.29,1648.6,119.82,46.47,485.92,88.01,45.54,65.12,378.87,11.71
21/10/2022,12.47,122.23,325.1,147.27,242.12,214.44,130.01,101.13,597.26,85.43,63.75,1656.66,119.32,45.6,467.55,88.5,44.95,65.12,374.29,11.44
20/10/2022,12.19,116.13,310.81,143.39,236.15,207.28,131.53,99.97,572.36,84.04,63.58,1627.6637,115.25,44.7,454.29,86.83,42.91,64.6,365.41,11.04
19/10/2022,12.05,116.51,311.76,143.86,236.48,222.04,133.23,99.63,577.9,87.74,63.66,1628.4883,115.07,44.59,460.95,88.57,43.11,65.02,368.5,11.38
18/10/2022,11.97,118.84,313.85,143.75,238.5,220.19,132.8,100.77,581.06,90.12,63.71,1651.8273,116.36,44.71,462.75,89.68,44.09,65.7,371.13,11.29
17/10/2022,11.89,115.86,306.71,142.41,237.53,219.35,134.04,99.97,569.25,88.23,64.89,1649.9447,113.79,43.79,453.85,89.97,43.65,65.81,366.82,11.1
14/10/2022,11.23,111.19,299.99,138.38,228.56,204.99,126.76,96.56,550.95,84.12,63.92,1641.7584,106.9,43.48,444.54,87.55,42.86,64.84,357.63,10.95
13/10/2022,11.96,109.37,307.07,142.99,234.24,221.72,130.29,99.06,566.03,86.31,66.62,1665.7972,112.53,44.09,457.58,89.56,42.98,65.45,365.97,11.04
12/10/2022,11.5,103.61,295.31,138.34,225.75,217.24,127.5,97.56,531.1,85.54,64.11,1672.5052,112.9,43.72,456.01,88.51,42.03,63.78,356.56,10.83
11/10/2022,11.59,101.96,294.21,138.98,225.41,216.5,128.54,97.18,531.14,83.44,63.45,1665.3075,112.21,44.22,461.52,87.99,41.92,63.95,357.74,10.85
10/10/2022,11.67,104.99,300.54,140.42,229.25,222.96,133.79,97.86,545.54,85.5,67.44,1667.9564,113.67,43.11,455.94,86.69,41.75,64.1,360.02,10.66
07/10/2022,12.08,105.98,301.08,140.09,234.24,223.07,133.45,98.68,550.4,86.38,69.75,1694.52,114.56,42.85,457.74,87.16,42.32,63.89,362.79,11.45
06/10/2022,13.13,108.14,304.67,145.43,246.79,238.13,139.07,101.42,571.61,91.61,74.35,1710.85,120.3,43.89,471.76,90.17,43.09,65.52,373.2,11.6
05/10/2022,13.21,110.39,309,146.4,249.2,240.81,138.98,101.43,583.15,92.04,74.48,1715.8105,120.95,44.31,469.64,91.1,44.12,66.64,377.09,11.74
04/10/2022,13.17,112.77,314.87,146.1,248.88,249.44,140.28,101.64,591.3,93.52,72.81,1726.2408,121.09,44.75,475.32,88.64,44.46,67.46,377.97,11.6
03/10/2022,12.51,107.73,299.15,142.45,240.74,242.4,138.61,98.64,572.72,86.49,69.25,1699.2225,115.88,44.18,467.11,85.4,44.14,66.72,366.61,10.76
30/9/2022,12.14,104.5,293.05,138.2,232.9,265.25,135.68,95.65,550.28,83.7,68.56,1659.67,113,43.23,461.77,83.12,43.76,65.93,357.18,10.51
29/9/2022,12.22,106.16,296.11,142.48,237.5,268.21,136.41,97.42,563.92,84.46,69.28,1660.2917,114.8,44.08,468.33,95.33,44.16,66.85,362.79,10.76
28/9/2022,12.74,107.99,300.79,149.84,241.07,287.81,141.61,100.05,585.43,86.01,72.13,1659.4449,118.01,44.37,477.43,98.7,44.43,68.59,370.53,11.43
27/9/2022,12.41,105.85,291.38,151.76,236.41,282.94,134.4,97.5,578.6,81.95,73.03,1628.8024,114.41,43.65,467.67,96.29,44.09,68.56,363.38,11.17
26/9/2022,12.23,106.79,294.62,150.77,237.45,276.01,136.37,98.17,584.65,83.16,73.01,1621.5675,115.15,43.77,469.62,96.06,43.83,68.95,364.31,11.25
23/9/2022,12.52,109.14,301.97,150.43,237.92,275.33,140.41,98.74,591.39,83.5,73.87,1643.09,113.78,43.35,456.03,97.02,44.08,69.94,367.95,11.55
22/9/2022,12.56,111.21,312.92,152.74,240.98,288.59,142.82,100.14,600.5,85.4,75.63,1670.5345,117.31,44.46,476.34,98.55,44.57,71.01,374.22,11.98
21/9/2022,13.26,112.49,320.71,153.72,238.95,300.8,142.12,99.28,608.09,88.77,77.14,1673.7368,118.54,44.92,482.11,99.79,43.92,71.32,377.39,12.24
20/9/2022,13.18,115.83,323.26,156.9,242.45,308.73,146.09,101.14,622.31,90.94,78.15,1663.1089,122.19,44.52,488.41,102.42,44.77,71.83,384.09,12.28
19/9/2022,13.38,118.16,328.66,154.48,244.52,309.07,148.02,103.07,634.73,95.15,78.23,1675.7758,124.66,44.78,495.31,107.21,45.44,72.44,388.55,14.01
16/9/2022,13.2,117.08,326.21,150.7,244.74,303.35,146.29,102.8,626.74,92.18,77.89,1674.9448,123.53,44.4,492.93,104.12,46.03,72.01,385.56,13.81
15/9/2022,12.93,117.87,331.62,152.37,245.38,303.75,149.55,102.91,632.34,94.7,77.98,1663.7408,126.28,44.49,492.3,105.5,45.94,72.1,390.12,13.97
14/9/2022,13.13,116.12,327.26,155.31,252.22,302.61,151.47,105,643.58,95.36,79.66,1695.795,128.55,44.97,496.7,107,46.15,72.29,394.6,13.75
13/9/2022,13.13,116.39,328.39,153.84,251.99,292.13,153.13,104.32,644.91,94.37,78.81,1701.554,126.82,45.07,498.95,105.72,46.19,73.23,393.1,13.83
12/9/2022,14.51,120.58,342.58,163.43,266.65,304.42,168.96,110.86,696.81,100.82,82.15,1724.0702,136.45,46.02,527.52,112.38,47.76,75.56,410.97,14.58
09/9/2022,14.39,119.17,340.1,157.37,264.46,299.68,169.15,110.65,695.46,99.67,81.53,1716.05,133.27,45.61,524.65,110.97,47.84,75.57,406.6,14.47
08/9/2022,13.99,118.6,335.38,154.46,258.52,289.26,162.06,108.38,691.92,96.9,80.24,1707.275,129.82,45.48,517.36,108.73,47.08,73.94,400.38,14.51
07/9/2022,13.71,115.9,330.56,155.96,258.09,283.7,160.39,109.45,674.22,96.34,79.95,1717.6935,129.48,45.25,517.86,108.48,46.13,73.88,397.78,14.48
06/9/2022,13.46,113.74,326.49,154.53,253.25,274.42,158.54,106.81,661.63,94.09,80.03,1701.1531,126.11,44.11,507.36,105.15,45.76,73.06,390.76,14.1
02/9/2022,13.65,113.71,331.48,155.81,256.06,270.21,160.32,107.85,658.06,93.82,80.9,1711.44,127.51,44.33,507.57,105.74,45.7,74.62,392.24,14.22
01/9/2022,13.94,114.51,333.5,157.96,260.4,277.16,165.36,109.74,664.85,94.15,81.64,1696.09,127.82,44.83,517.4,106.49,46.63,74.82,396.42,14.25
31/8/2022,15.09,113.73,332.67,157.22,261.47,275.61,162.93,108.22,666.39,93.94,83.35,1710.705,126.77,44.18,510.49,106.45,45.23,75.38,395.18,14.3
30/8/2022,15.47,114.41,333.63,158.91,262.97,277.7,157.16,108.94,672.72,95.62,82.79,1723.5498,128.73,44.16,512.49,107.86,45.85,76.74,398.21,14.49
29/8/2022,15.8,114.39,333.92,161.38,265.23,284.82,159.17,109.42,675.89,96.19,82.85,1737.8237,129.79,44.29,519.25,107.88,46.23,77.66,402.63,14.61
26/8/2022,16.26,114.67,336.4,163.62,268.09,288.09,161.78,110.34,676.44,98.55,84.74,1736.86,130.75,43.87,519.99,108.28,46.82,78.31,405.31,14.46
25/8/2022,17.91,118.55,346.49,170.03,278.85,296.07,168.78,116.65,710.6,105.44,87.57,1758.4374,137.28,45.29,538.52,113.22,47.9,80.04,419.51,14.95
24/8/2022,17.22,115.8,341.94,167.53,275.79,297.1,163.26,113.69,700.42,102.76,85.56,1750.8882,133.8,44.99,531.14,111.41,47.43,79.53,413.67,14.56
23/8/2022,17.18,115.52,340.18,167.23,276.44,296.45,161.11,113.86,696.97,102.35,86.03,1747.6746,133.62,44.67,530.02,110.68,48.01,79.83,412.35,14.37
22/8/2022,17.03,116.67,342.42,167.57,277.75,289.91,163.05,114.24,695.05,101,85.24,1735.705,133.22,44.86,533.34,110.34,48.9,80.45,413.35,14.15
19/8/2022,17.85,118.63,349.27,171.52,286.15,296.67,167.96,117.21,713.85,103.3,87.2,1747.829,138.23,45.67,542.2,113.16,49.15,81.75,422.14,14.9
18/8/2022,18.77,121.64,354.52,174.15,290.17,302.87,174.66,120.17,745.22,107.34,89.27,1758.1956,142.3,46.36,548.49,116.01,48.58,81.78,427.89,15.15
17/8/2022,18.34,122.59,353.74,174.55,291.32,304,174.85,119.55,743.22,106.5,89.2,1761.05,142.1,46.51,543.95,117.04,49.27,81.09,426.65,15.04
16/8/2022,18.88,123.63,354.97,173.03,292.71,306.56,179.47,121.7,757.07,107.58,89.95,1775.5417,144.78,46.46,540.72,118.06,49.86,82.09,429.7,15.41
15/8/2022,19.03,122.46,355.85,173.19,293.47,309.32,180.89,122.08,755.82,108.68,91.57,1778.91,143.18,44.2,533.62,116.32,49.75,82.05,428.86,15.31
12/8/2022,18.71,122.13,353.82,172.1,291.91,300.03,180.5,121.68,751.83,108.79,90.86,1801.7612,143.55,44.07,525.27,116.07,50.11,81.79,427.1,15.18
11/8/2022,17.94,120.14,351.68,168.49,287.02,286.63,177.49,118.84,728.65,106.01,89.52,1789.4504,140.64,43.27,520.37,114.1,48.29,80.69,419.99,14.85
10/8/2022,18.1,118.39,347.91,169.24,289.16,294.36,178.34,119.7,725.21,107.94,88.67,1792.1278,142.69,43.05,527.82,113.14,49.95,79.36,419.99,14.54
09/8/2022,17.09,115.38,336.62,164.92,282.3,283.33,168.53,116.63,696.51,100.82,85.21,1794.0846,137.83,42.96,523.91,110.11,49.78,79.92,411.35,14.25
08/8/2022,17.79,114.35,334.68,164.87,280.32,290.42,170.25,117.3,696.27,102.71,87.94,1788.5239,139.41,42.54,529.85,114,49.57,80.1,412.99,14.8
05/8/2022,18.99,115.76,334.67,165.35,282.91,288.17,167.11,117.47,695.93,101.2,89.77,1774.15,140.8,42.19,528.65,113.87,49.27,87.45,413.47,14.35
04/8/2022,19.21,112.36,331.87,165.81,283.65,308.63,170.57,118.19,696.01,102.84,88.42,1791.0813,142.57,41.86,531.2,114.48,49.86,86.57,414.17,14.42
03/8/2022,18.89,113.61,333.17,166.13,282.47,307.4,168.8,118.08,690.54,101.09,86.51,1764.896,139.52,43.5,534.85,114.28,49.86,87.56,414.45,14.72
02/8/2022,18.53,112.43,327.88,160.01,274.82,300.59,160.19,115.13,666.16,100.57,86.05,1759.7466,134.16,44.23,531.38,111.77,49.69,87.51,408.06,14.22
01/8/2022,18.44,114.21,332.08,161.51,278.01,297.28,159.93,114.86,671.39,103.24,86.31,1771.7292,135.39,44.18,534.65,114.3,50.61,88.17,410.77,14.39
29/7/2022,18.16,115.36,333.39,162.51,280.74,297.15,159.1,116.32,669.18,102.07,88.48,1765.22,134.95,44.02,529.26,114.92,50.51,88.01,411.99,13.78
28/7/2022,17.98,114.81,329.11,157.35,276.41,280.9,160.72,114.22,659.98,102.48,88.61,1755.4937,122.28,43.25,524.26,112.23,50.72,87.2,406.07,13.13
27/7/2022,17.79,115.24,324.54,156.79,268.74,274.82,169.58,113.06,643.32,97.72,87.63,1733.8922,120.97,42.2,510.7,107.86,51.95,85.68,401.04,12.37
26/7/2022,16.53,113.42,318.55,151.6,251.9,258.86,159.15,105.02,622.94,93.6,84.42,1717.0005,114.81,40.66,500.55,105.2,52.3,84.21,390.89,11.76
25/7/2022,17.02,115.22,324.12,152.95,258.83,268.43,166.65,107.51,636.15,97.26,86.3,1718.78,121.14,44.01,517.37,109.28,51.77,83.69,395.57,12.05
22/7/2022,17.32,114.76,323.93,154.09,260.36,272.24,169.27,107.9,633.64,96.43,86.32,1726.46,122.42,44.07,517.94,109.12,51.23,82.08,395.09,12.03
21/7/2022,18.05,115.32,326.54,155.35,264.84,271.71,183.17,114.34,639.31,97.88,87.79,1718.4924,124.63,44.18,517.69,111.62,51.12,82.22,398.79,12.2
20/7/2022,17.81,114.54,321.45,153.04,262.27,247.5,183.09,113.9,634.73,101.1,86.56,1696.433,122.77,43.55,512.54,111.11,50.82,82.35,394.77,11.94
19/7/2022,16.99,114.56,318.05,151,259.53,245.53,175.78,113.81,628.34,98.97,86.15,1711.0656,118.21,43.19,508.66,109.19,51.37,83.5,392.27,11.81
18/7/2022,16.1,111.79,301.26,147.07,254.25,240.55,167.23,109.03,597.53,93.15,83.58,1709.0118,113.76,42.92,504.82,103.94,50.75,81.88,381.95,11.22
15/7/2022,15.76,112.95,293.87,150.17,256.72,240.07,164.7,111.78,600.37,93,85.63,1706.78,113.55,43.02,511.32,104.7,51.75,81.93,385.13,11.15
14/7/2022,15.37,108,281.59,148.47,254.08,238.31,158.05,110.37,588.63,89.63,83.67,1709.4491,110.63,42.61,500.56,103.22,51.39,81.54,377.91,10.69
13/7/2022,15.16,111.91,290.15,145.49,252.72,237.04,163.49,111.35,596.38,91.4,81.29,1735.2314,110.4,41.79,481.28,105.11,51.79,83.03,378.83,10.8
12/7/2022,15.08,112.97,292.53,145.86,253.67,233.07,163.27,114.02,603.29,94.02,79.1,1725.806,109.22,41.69,479.66,103.76,52.04,82.72,380.83,10.85
11/7/2022,15.15,112.86,293.18,144.87,264.51,234.34,162.88,115.68,605,95.21,79.11,1733.6726,111.75,41.82,487.81,105.11,52.89,81.81,384.23,10.59
08/7/2022,15.84,114.36,296.47,147.04,267.66,250.76,170.88,119.35,619.56,96.14,81.51,1741.82,115.54,41.8,490.39,107.93,53.17,84.11,388.67,10.9
07/7/2022,15.86,114.72,298.6,146.35,268.4,244.54,172.19,118.78,623.7,97.36,80.65,1739.6115,116.33,41.77,483.94,108.13,53.42,86.07,388.99,10.93
06/7/2022,15.13,111.89,293.76,142.92,266.21,231.73,169.77,114.57,614.74,93.97,75.56,1738.3035,114.33,41.71,481.7,104.23,52.75,85.68,383.25,10.38
05/7/2022,14.96,112.62,297.2,141.56,262.85,233.07,168.19,113.26,620.72,94.03,76.11,1764.3528,113.5,41.42,477.4,104.32,51.64,85.79,381.96,10.51
01/7/2022,14.52,114.05,299.23,138.93,259.58,227.26,160.03,108.74,616.7,92.83,77,1810.18,109.56,40.88,474.96,101.18,52.31,85.25,381.24,10.62
30/6/2022,15.16,112.61,297.02,136.72,256.83,224.47,161.25,108.96,609.04,91.23,81.75,1806.887,106.21,40.53,468.62,102.2,52.43,86.06,377.25,10.44
29/6/2022,15.54,115.3,303.28,139.23,260.26,228.49,163.94,111.7,617.96,91.07,83.65,1817.109,108.92,40.64,459.39,103.25,50.94,86.3,380.34,10.81
28/6/2022,15.98,115.82,299.49,137.44,256.48,232.66,160.68,112.01,629.12,94.84,84.34,1819.6949,107.4,40.79,458.19,102.78,50.66,85.62,380.65,11.08
27/6/2022,16.87,116.38,300.78,141.66,264.89,244.92,169.49,115.83,636.92,97.87,85.86,1822.73,113.22,41.37,471.04,110.5,51.88,85.81,388.59,11.3
24/6/2022,17.13,117.32,302.75,141.66,267.7,245.71,170.16,117.97,647.78,98.87,85.92,1826.18,116.46,41.24,473.6,112.91,51.59,85.8,390.08,11.27
23/6/2022,16.23,113.92,286.17,138.27,258.86,235.07,158.75,112.24,624.71,93.35,84.12,1822.4293,112.44,41.21,464.44,108,50.09,83.96,378.06,10.85
22/6/2022,16.36,115.18,284.54,135.35,253.13,236.09,155.85,111.49,609.28,91.26,84.91,1837.3864,108.95,40.23,449.73,104.92,49.07,83.81,374.39,10.77
21/6/2022,16.57,115.83,284.81,135.87,253.74,237.04,157.05,111.54,614.54,91.23,86.95,1832.5585,108.68,40.72,452.81,108.68,48.11,84.01,375.07,10.75
17/6/2022,15.88,113.03,279.79,131.56,247.65,216.76,163.74,107.14,582.26,90.25,85,1839.35,106.22,39.43,436.76,107.34,46.53,83.07,365.86,10.54
16/6/2022,15.6,113.43,284.98,130.06,244.97,213.1,160.87,106.03,585.77,89.68,84.52,1856.7075,103.66,40.21,441.72,107.12,47.48,82.55,366.65,10.55
15/6/2022,16.53,115.41,290.07,135.43,251.76,233,169.35,109.76,599.9,96.8,89.13,1833.3793,107.67,39.79,448.59,113.44,48.51,84.11,379.2,11.51
14/6/2022,15.84,114.06,282.54,132.76,244.49,220.89,163.73,106.72,591.23,95.42,87.19,1808.1,102.31,39.82,444.69,110.72,47.92,83.92,373.87,11.45
13/6/2022,15.65,115.99,283.32,131.88,242.26,215.74,164.26,106.39,598.72,97.52,85.55,1818.7742,103.67,39.8,442.19,110.44,47.91,83.31,375,11.08
10/6/2022,16.97,119.55,287.02,137.13,252.99,232.23,175.57,111.16,617.67,107.63,88.68,1870.96,109.65,40.57,453.01,114.73,49.97,84.14,389.8,11.96
09/6/2022,18.05,125.31,304.22,142.64,264.79,239.71,184,114.84,659.85,113.85,90.85,1847.6095,116.15,40.34,461.55,118.6,51.78,85.31,401.44,12.46
08/6/2022,18.65,128,314.68,147.96,270.41,241.87,196.64,117.19,662.41,116.4,93.47,1853.255,121.18,40.77,457.58,122.4,53.47,87.31,411.22,12.69
07/6/2022,18.93,130.07,321.51,148.71,272.5,238.89,195.65,117.15,679.61,119.83,93.84,1851.9741,123,41.12,461.29,121.67,53.96,88.38,415.74,12.89
06/6/2022,18.79,129.73,320.51,146.14,268.75,238.28,194.25,116.82,675.34,118.8,93.11,1840.9982,124.79,41.62,461.96,120.23,53.26,87.48,411.79,12.63
03/6/2022,18.72,130.16,318.68,145.38,270.02,234.52,190.78,114.54,671.74,121.35,93.77,1850.7656,122.35,41.77,465.66,120.95,53.2,87.41,410.54,12.67
02/6/2022,19.59,132,324.25,151.21,274.58,258.33,198.86,117.62,686.49,121.71,96.34,1868.1277,125.51,42.5,476.77,123.41,52.68,88.01,417.39,13.03
01/6/2022,18.32,129.91,321.85,148.71,272.42,246.79,188.64,113.89,660.51,116.09,94.75,1845.55,121.68,41.82,446.83,118.68,52.37,88.14,409.59,12.71
